Number of Bedrooms,Number of Bathrooms,Number of Toilets,Number of Parking Spaces,Property Title,Town,State,output,timestamp
3,3,3,1,Terraced Duplexes,Victoria Island (VI),Lagos,"Predicted Price: ₦51,469,775.17",2025-03-21 04:14:10.910183
